DT_AGG,DT_FILTER,DT_TYPE,MERCH_CLASSIFICATION1,MERCH_CLASSIFICATION2,CATEGORY_LEVEL1,CATEGORY_LEVEL2,CATEGORY_LEVEL3,MANUFACTURER_NAME,PARENT_COMPANY,CAMPAIGNS,SKUS,ZONE_ID,AD_TYPE,SOURCE,PAGE_TYPE,SLOT_NAME,BUDGET_DAILY,BUDGET_MONTHLY,BUDGET_LIFETIME,BUDGET_TOTAL_DAILY,IMPRESSIONS,CLICKS,REVENUE,QUANTITY,LTV_QUANTITY,DIRECT_SALES,LTV_SALES,QUANTITY_24H,DIRECT_24H,LTV_QUANTITY_24H,LTV_SALES_24H,REQUESTS,REQUEST_FILLED,REQUESTED_ADS,SELECTED_ADS,BUDGET_GOAL,TARGET_GOAL,API_PARTNER
2026-01-10,day,Demand,"Premium Office",Compact,"Writing Instruments",Binders,Premium,"Trident Industries","Trident Industries",861698750,1890254,315401,"Sponsored Product",NMA,Deals,"22070 : NMA_DEALS_ATF_SLOT","","","","",151,1,2.69,"","","","","","","","","","","","","","",""
2026-01-11,day,Demand,"Premium Office",Compact,"Writing Instruments",General,Deluxe,"Starlight Co","Evergreen Brands",861653344,2076550,"","Sponsored Product","","","",200,"","",200.000000,"","","","","","","","","","","","","","","","","",adplatform_alpha
2026-01-11,day,Demand,"Business Essentials",Premium,"Writing Instruments",Folders,Compact,"Evergreen Brands","Evergreen Brands",749634701,522502,315388,"Sponsored Product",SFW,Browse,"22020 : BROWSE_ATF_SLOT","","","","",1,"","","","","","","","","","","","","","","","",adplatform_alpha
2026-01-04,day,Demand,"Premium Office",Compact,"Writing Instruments",Binders,Professional,"Evergreen Brands","Evergreen Brands",742991506,663006,315396,"Sponsored Product",NMA,PDP,"22035 : NMA_PDP_BTF_SLOT","","","","",32,"","","","","","","","","","","","","","","","",adplatform_alpha
2026-01-04,day,Demand,"Professional Grade",Specialty,"Writing Instruments",General,Classic,"Starlight Co","Starlight Co",737631913,157801,315391,"Sponsored Product",SFW,Deals,"22060 : DEALS_ATF_SLOT","","","","",1,"","","","","","","","","","","","","","","","",adplatform_alpha
2026-01-04,day,Demand,"Business Essentials",Premium,"Writing Instruments",Folders,Compact,"Upland Goods","Upland Goods",761241192,773254,315386,"Sponsored Product",SFW,Search,"22005 : SEARCH_ATF_SLOT","","","","",9,1,3.00,"","","","","","","","","","","","","","",""
2026-01-03,day,Demand,"Premium Office",Premium,"Paper Products",General,Compact,"Oakwood Industries","Oakwood Industries",763383476,1556694,315388,"Sponsored Product",SFW,Browse,"22020 : BROWSE_ATF_SLOT","","","","",83,"","","","","","","","","","","","","","","","",adplatform_alpha
2026-01-03,day,Demand,"Business Essentials",Bulk,"Mailing & Shipping",General,Mini,"Inlet Trading","Inlet Trading",861282466,101858,315386,"Sponsored Product",SFW,Search,"22005 : SEARCH_ATF_SLOT","","","","",6,"","",1,2,54.99,115.92,1.00,54.99,2,116,"","","","","","",""
2026-01-03,day,Demand,"Business Essentials",Bulk,"Mailing & Shipping",General,Premium,"Inlet Trading","Inlet Trading",739200723,1049382,315399,"Sponsored Product",NMA,Browse,"22050 : NMA_BROWSE_ATF_SLOT","","","","",9,"","","","","","","","","","","","","","","","",""
2026-01-03,day,Demand,"Business Essentials",Bulk,"Mailing & Shipping",General,Mini,"Inlet Trading","Inlet Trading",861282466,1291454,315386,"Sponsored Product",SFW,Search,"22005 : SEARCH_ATF_SLOT","","","","",27,6,3.15,1,1,14.99,14.99,1.00,14.99,1,15,"","","","","","",""
2026-01-03,day,Demand,"Professional Grade",Specialty,"Writing Instruments",General,Classic,"Starlight Co","Starlight Co",737631913,48871,315391,"Sponsored Product",SFW,Deals,"22060 : DEALS_ATF_SLOT","","","","",3,"","","","","","","","","","","","","","","","",adplatform_alpha
2026-01-03,day,Demand,"Business Essentials",Bulk,"Mailing & Shipping",General,Mini,"Inlet Trading","Inlet Trading",861282466,1056406,315388,"Sponsored Product",SFW,Browse,"22020 : BROWSE_ATF_SLOT","","","","",19,"","","","","","","","","","","","","","","","",""
2026-01-03,day,Demand,"Premium Office",Premium,"Paper Products",General,Classic,"Evergreen Brands","Evergreen Brands",861627794,2254870,315403,"Sponsored Brand",NMA,Search,"22090 : SPONSORED_BRAND_NMA_SEARCH_ATF_SLOT","","","","",44,"","","","","","","","","","","","","","","","",""
2026-01-03,day,Demand,"Premium Office",Premium,"Paper Products",General,Classic,"Evergreen Brands","Evergreen Brands",861627794,2254870,315394,"Sponsored Brand",SFW,Browse,"22085 : SPONSORED_BRAND_BROWSE_ATF_SLOT","","","","",14,"","","","","","","","","","","","","","","","",""
2026-01-04,day,Demand,"Premium Office",Compact,"Writing Instruments",Binders,Premium,"Evergreen Brands","Evergreen Brands",861299280,742014,315391,"Sponsored Product",SFW,Deals,"22060 : DEALS_ATF_SLOT","","","","",2,"","","","","","","","","","","","","","","","",adplatform_alpha
2026-01-04,day,Demand,"Premium Office",Compact,"Writing Instruments",Binders,Premium,"Evergreen Brands","Evergreen Brands",861299280,154918,315396,"Sponsored Product",NMA,PDP,"22035 : NMA_PDP_BTF_SLOT","","","","",3,"","",1,3,10.99,35.05,1.00,10.99,3,35,"","","","","","",adplatform_alpha
2026-01-03,day,Demand,"Premium Office",Premium,"Paper Products",General,Classic,"Oakwood Industries","Evergreen Brands",854124777,311438,315388,"Sponsored Product",SFW,Browse,"22020 : BROWSE_ATF_SLOT","","","","",37,5,10.67,2,6,67.96,202.36,2.00,67.96,6,202,"","","","","","",adplatform_alpha
2026-01-03,day,Demand,"Premium Office",Compact,"Writing Instruments",Binders,Premium,"Juniper Enterprises","Evergreen Brands",861205913,184937,315386,"Sponsored Product",SFW,Search,"22005 : SEARCH_ATF_SLOT","","","","","","","",1,3,15.50,44.63,1.00,15.50,3,45,"","","","","","",""
2026-01-04,day,Demand,"Premium Office",Premium,"Paper Products",Binders,Deluxe,"Inlet Trading","Inlet Trading",769537811,1547790,315401,"Sponsored Product",NMA,Deals,"22070 : NMA_DEALS_ATF_SLOT","","","","",4,"","","","","","","","","","","","","","","","",""
2026-01-04,day,Demand,"Premium Office",Bulk,"Writing Instruments",Envelopes,"Heavy Duty","Ironwood Inc","Ironwood Inc",849679911,207415,315399,"Sponsored Product",NMA,Browse,"22050 : NMA_BROWSE_ATF_SLOT","","","","",3,"","","","","","","","","","","","","","","","",""
2026-01-04,day,Demand,"Premium Office",Premium,"Paper Products",General,Compact,"Inlet Trading","Frontier Goods",861651915,2939910,"","Sponsored Product","","","","","","",0.000000,"","","","","","","","","","","","","","","","","",""
2026-01-04,day,Demand,"Business Essentials",Bulk,"Mailing & Shipping",General,Mini,"Inlet Trading","Inlet Trading",861282466,224525,315396,"Sponsored Product",NMA,PDP,"22035 : NMA_PDP_BTF_SLOT","","","","",1,"","","","","","","","","","","","","","","","",""
2026-01-04,day,Demand,"Premium Office",Premium,"Paper Products",General,Compact,"Oakwood Industries","Evergreen Brands",861217125,76522,315401,"Sponsored Product",NMA,Deals,"22070 : NMA_DEALS_ATF_SLOT","","","","","","","",2,6,28.08,75.82,2.00,28.08,6,76,"","","","","","",""
2026-01-04,day,Demand,"Premium Office",Premium,"Paper Products",General,Compact,"Oakwood Industries","Evergreen Brands",861217125,1522822,315391,"Sponsored Product",SFW,Deals,"22060 : DEALS_ATF_SLOT","","","","",1214,7,17.00,3,8,47.28,124.14,3.00,47.28,8,124,"","","","","","",""
2026-01-04,day,Demand,"Premium Office",Premium,"Paper Products",General,Compact,"Oakwood Industries","Evergreen Brands",861217125,75981,315397,"Sponsored Product",NMA,Search,"22040 : NMA_SEARCH_ATF_SLOT","","","","","","","",1,3,28.06,89.78,1.00,28.06,3,90,"","","","","","",""
2026-01-04,day,Demand,"Business Essentials",Bulk,"Mailing & Shipping",General,Mini,"Inlet Trading","Inlet Trading",861282466,2125294,315386,"Sponsored Product",SFW,Search,"22005 : SEARCH_ATF_SLOT","","","","",8,1,0.50,1,2,36.99,55.20,1.00,36.99,2,55,"","","","","","",""
2026-01-03,day,Demand,"Business Essentials",Premium,"Paper Products",Folders,Compact,"Unity Brands","Unity Brands",781291736,1669214,315386,"Sponsored Product",SFW,Search,"22005 : SEARCH_ATF_SLOT","","","","",11,"","","","","","","","","","","","","","","","",""
2026-01-03,day,Demand,"Business Essentials",Bulk,"Mailing & Shipping",General,Mini,"Inlet Trading","Inlet Trading",861282466,870678,315397,"Sponsored Product",NMA,Search,"22040 : NMA_SEARCH_ATF_SLOT","","","","",13,"","","","","","","","","","","","","","","","",""
2026-01-04,day,Demand,"Premium Office",Premium,"Paper Products",Binders,Premium,"Starlight Co","Evergreen Brands",854655477,977990,321456,"Sponsored Brand Video",NMA,Search,"22130 : SPONSORED_BRAND_NMA_VIDEO_SEARCH_ATF_SLOT","","","","",1,"","","","","","","","","","","","","","","","",adplatform_alpha
2026-01-04,day,Demand,"Premium Office",Premium,"Paper Products",Binders,Premium,"Starlight Co","Evergreen Brands",854655477,977974,321454,"Sponsored Brand Video",SFW,Deals,"22120 : SPONSORED_BRAND_VIDEO_DEALS_ATF_SLOT","","","","",96,"","","","","","","","","","","","","","","","",adplatform_alpha
2026-01-03,day,Demand,"Premium Office",Compact,"Writing Instruments",General,Deluxe,"Starlight Co","Evergreen Brands",795186414,755734,315403,"Sponsored Brand",NMA,Search,"22090 : SPONSORED_BRAND_NMA_SEARCH_ATF_SLOT","","","","",44,2,4.80,1,3,14.77,37.71,1.00,14.77,3,38,"","","","","","",adplatform_alpha
2026-01-04,day,Demand,"Premium Office",Premium,"Paper Products",General,Compact,"Inlet Trading","Frontier Goods",861651915,2940374,"","Sponsored Product","","","","","","",0.000000,"","","","","","","","","","","","","","","","","",""
2026-01-06,day,Demand,"Premium Office",Bulk,"Paper Products",Envelopes,"Heavy Duty","Evergreen Brands","Evergreen Brands",861820802,722582,315388,"Sponsored Product",SFW,Browse,"22020 : BROWSE_ATF_SLOT","","","","",38,1,0.53,"","","","","","","","","","","","","","",""
2026-01-06,day,Demand,"Premium Office",Premium,"Writing Instruments",Notebooks,Compact,"Evergreen Brands","Evergreen Brands",737517103,361066,"","Sponsored Product","","","","","","",0.000000,"","","","","","","","","","","","","","","","","",""
2026-01-07,day,Demand,"Premium Office",Compact,"Writing Instruments",General,Classic,"Evergreen Brands","Evergreen Brands",840757739,217986,"","Sponsored Product","","","","","","",0.000000,"","","","","","","","","","","","","","","","","",adplatform_alpha
2026-01-06,day,Demand,"Premium Office",Premium,"Paper Products",Binders,Deluxe,"Evergreen Brands","Evergreen Brands",748763636,1426870,315390,"Sponsored Product",SFW,PDP,"22030 : PDP_BTF_SLOT","","","","",173,2,4.26,"","","","","","","","","","","","","","",adplatform_alpha
2026-01-07,day,Demand,"Premium Office",Premium,"Paper Products",Binders,Deluxe,"Evergreen Brands","Evergreen Brands",748763636,938078,315397,"Sponsored Product",NMA,Search,"22040 : NMA_SEARCH_ATF_SLOT","","","","","","","",2,5,47.96,111.20,2.00,47.96,5,111,"","","","","","",adplatform_alpha
2026-01-07,day,Demand,"Premium Office",Premium,"Paper Products",Binders,Deluxe,"Evergreen Brands","Evergreen Brands",748763636,81325,315390,"Sponsored Product",SFW,PDP,"22030 : PDP_BTF_SLOT","","","","","","","",6,16,15.48,39.18,6.00,15.48,16,39,"","","","","","",adplatform_alpha
2026-01-07,day,Demand,"Premium Office",Premium,"Writing Instruments",Notebooks,Compact,"Denali Partners","Denali Partners",766099378,1621374,"","Sponsored Product","","","","","","",0.000000,"","","","","","","","","","","","","","","","","",""
2026-01-06,day,Demand,"Premium Office",Premium,"Writing Instruments",Notebooks,Compact,"Denali Partners","Denali Partners",766099378,1621294,315401,"Sponsored Product",NMA,Deals,"22070 : NMA_DEALS_ATF_SLOT","","","","",92,2,1.08,"","","","","","","","","","","","","","",""
2026-01-07,day,Demand,"Premium Office",Premium,"Writing Instruments",Notebooks,Compact,"Denali Partners","Denali Partners",766099378,1621406,315401,"Sponsored Product",NMA,Deals,"22070 : NMA_DEALS_ATF_SLOT","","","","","","","",1,1,54.99,54.99,1.00,54.99,1,55,"","","","","","",""
2026-01-07,day,Demand,"Premium Office",Premium,"Writing Instruments",Notebooks,Compact,"Denali Partners","Denali Partners",766099378,1621374,315386,"Sponsored Product",SFW,Search,"22005 : SEARCH_ATF_SLOT","","","","",173,13,12.77,1,1,39.99,39.99,1.00,39.99,1,40,"","","","","","",""
2026-01-07,day,Demand,"Premium Office",Premium,"Paper Products",Notebooks,Compact,"Upland Goods","Upland Goods",862071467,2945158,315397,"Sponsored Product",NMA,Search,"22040 : NMA_SEARCH_ATF_SLOT","","","","",10,"","","","","","","","","","","","","","","","",""
2026-01-07,day,Demand,"Premium Office",Compact,"Writing Instruments",Binders,Deluxe,"Inlet Trading","Inlet Trading",832429545,1324670,315399,"Sponsored Product",NMA,Browse,"22050 : NMA_BROWSE_ATF_SLOT","","","","",13,"","","","","","","","","","","","","","","","",""
2026-01-07,day,Demand,"Premium Office",Compact,"Writing Instruments",Binders,Deluxe,"Inlet Trading","Inlet Trading",832429545,1324654,315386,"Sponsored Product",SFW,Search,"22005 : SEARCH_ATF_SLOT","","","","",1,"","","","","","","","","","","","","","","","",""
2026-01-07,day,Demand,"Premium Office",Recycled,"Writing Instruments",Envelopes,Deluxe,"Evergreen Brands","Evergreen Brands",784991384,1594046,315386,"Sponsored Product",SFW,Search,"22005 : SEARCH_ATF_SLOT","","","","",63,"","","","","","","","","","","","","","","","",""
2026-01-07,day,Demand,"Premium Office",Recycled,"Paper Products","Specialty Paper",Deluxe,"Vanguard Corp","Vanguard Corp",861706778,3301806,315399,"Sponsored Product",NMA,Browse,"22050 : NMA_BROWSE_ATF_SLOT","","","","",33,"","","","","","","","","","","","","","","","",""
2026-01-07,day,Demand,"Business Essentials",Bulk,"Writing Instruments",Notebooks,Economy,"Bayside Corp","Evergreen Brands",755297120,150171,315390,"Sponsored Product",SFW,PDP,"22030 : PDP_BTF_SLOT","","","","",14,"","","","","","","","","","","","","","","","",""
2026-01-07,day,Demand,"Business Essentials",Bulk,"Writing Instruments",Notebooks,Economy,"Bayside Corp","Evergreen Brands",755297120,1223654,315390,"Sponsored Product",SFW,PDP,"22030 : PDP_BTF_SLOT","","","","",12,"","","","","","","","","","","","","","","","",""
2026-01-07,day,Demand,"Premium Office",Premium,"Writing Instruments",Envelopes,Modern,"Trident Industries","Trident Industries",861550223,2370694,315396,"Sponsored Product",NMA,PDP,"22035 : NMA_PDP_BTF_SLOT","","","","",4,"","","","","","","","","","","","","","","","",""
2026-01-06,day,Demand,"Premium Office",Premium,"Writing Instruments",Envelopes,Modern,"Trident Industries","Trident Industries",861550223,2370694,315396,"Sponsored Product",NMA,PDP,"22035 : NMA_PDP_BTF_SLOT","","","","",17,1,2.51,"","","","","","","","","","","","","","",""
2026-01-06,day,Demand,"Premium Office",Compact,"Writing Instruments",Binders,Deluxe,"Starlight Co","Starlight Co",735591331,1592222,315388,"Sponsored Product",SFW,Browse,"22020 : BROWSE_ATF_SLOT","","","","",374,14,32.56,3,7,59.97,141.54,3.00,59.97,7,141,"","","","","","",""
2026-01-07,day,Demand,"Premium Office",Compact,"Writing Instruments",Binders,Deluxe,"Starlight Co","Starlight Co",735591331,1591990,315399,"Sponsored Product",NMA,Browse,"22050 : NMA_BROWSE_ATF_SLOT","","","","",2,"","","","","","","","","","","","","","","","",""
2026-01-07,day,Demand,"Premium Office",Bulk,"Paper Products","Copy Paper","Heavy Duty","Denali Partners","Denali Partners",861469745,1912022,315386,"Sponsored Product",SFW,Search,"22005 : SEARCH_ATF_SLOT","","","","",442,"","","","","","","","","","","","","","","","",""
2026-01-07,day,Demand,"Business Essentials",Bulk,"Mailing & Shipping",Folders,Compact,"Evergreen Brands","Evergreen Brands",861740773,704742,321452,"Sponsored Brand Video",SFW,Browse,"22110 : SPONSORED_BRAND_VIDEO_BROWSE_ATF_SLOT","","","","",45,"","","","","","","","","","","","","","","","",""
2026-01-07,day,Demand,"Premium Office",Compact,"Writing Instruments",Binders,Modern,"Cascade Solutions","Inlet Trading",861349706,1503046,315397,"Sponsored Product",NMA,Search,"22040 : NMA_SEARCH_ATF_SLOT","","","","",29,"","","","","","","","","","","","","","","","",""
2026-01-07,day,Demand,"Premium Office",Premium,"Paper Products",Binders,Deluxe,"Evergreen Brands","Evergreen Brands",735585285,265244,315386,"Sponsored Product",SFW,Search,"22005 : SEARCH_ATF_SLOT","","","","",5,"","","","","","","","","","","","","","","","",""
2026-01-06,day,Demand,"Business Essentials",Recycled,"Writing Instruments",Folders,Premium,"Evergreen Brands","Evergreen Brands",777737826,325469,315390,"Sponsored Product",SFW,PDP,"22030 : PDP_BTF_SLOT","","","","",1,"","","","","","","","","","","","","","","","",""
2026-01-07,day,Demand,"Premium Office",Bulk,"Writing Instruments",Highlighters,Premium,"Unity Brands","Unity Brands",861839210,1819382,"","Sponsored Product","","","","","","",0.000000,"","","","","","","","","","","","","","","","","",""
2026-01-07,day,Demand,"Business Essentials",Bulk,"Mailing & Shipping",General,Premium,"Evergreen Brands","Evergreen Brands",755299111,96054,"","Sponsored Product","","","","","","",0.000000,"","","","","","","","","","","","","","","","","",""
2026-01-10,day,Demand,"Premium Office",Compact,"Writing Instruments",Binders,Premium,"Evergreen Brands","Evergreen Brands",751310913,334670,315397,"Sponsored Product",NMA,Search,"22040 : NMA_SEARCH_ATF_SLOT","","","","",10,"","","","","","","","","","","","","","","","",""
2026-01-10,day,Demand,"Premium Office",Compact,"Writing Instruments",Binders,Premium,"Evergreen Brands","Evergreen Brands",751310913,174349,315388,"Sponsored Product",SFW,Browse,"22020 : BROWSE_ATF_SLOT","","","","",1,"","","","","","","","","","","","","","","","",""
2026-01-10,day,Demand,"Professional Grade",Specialty,"Writing Instruments",General,Classic,"Zephyr Products","Evergreen Brands",749594103,67519,"","Sponsored Brand","","","","","","",0.000000,"","","","","","","","","","","","","","","","","",""
2026-01-10,day,Demand,"Premium Office",Compact,"Writing Instruments",Binders,Premium,"Inlet Trading","Inlet Trading",766090038,2939486,"","Sponsored Product","","","","","","",0.000000,"","","","","","","","","","","","","","","","","",""
2026-01-10,day,Demand,"Premium Office",Compact,"Writing Instruments",Binders,Premium,"Evergreen Brands","Evergreen Brands",751310913,65515,"","Sponsored Product","","","","","","",0.000000,"","","","","","","","","","","","","","","","","",""
2026-01-09,day,Demand,"Premium Office",Bulk,"Writing Instruments",Envelopes,"Heavy Duty","Evergreen Brands","Evergreen Brands",824071279,1271046,315397,"Sponsored Product",NMA,Search,"22040 : NMA_SEARCH_ATF_SLOT","","","","",34,1,1.02,1,1,16.99,16.99,1.00,16.99,1,17,"","","","","","",adplatform_alpha
2026-01-10,day,Demand,"Premium Office",Bulk,"Writing Instruments",Envelopes,"Heavy Duty","Evergreen Brands","Evergreen Brands",824071279,370225,315397,"Sponsored Product",NMA,Search,"22040 : NMA_SEARCH_ATF_SLOT","","","","",8,"","","","","","","","","","","","","","","","",adplatform_alpha
2026-01-10,day,Demand,"Premium Office",Premium,"Paper Products",General,Compact,"Evergreen Brands","Evergreen Brands",861162824,1659030,"","Sponsored Product","","","","","","",0.000000,"","","","","","","","","","","","","","","","","",adplatform_alpha
2026-01-09,day,Demand,"Premium Office",Premium,"Paper Products",General,Compact,"Evergreen Brands","Evergreen Brands",746295191,119916,315388,"Sponsored Product",SFW,Browse,"22020 : BROWSE_ATF_SLOT","","","","",50,"","","","","","","","","","","","","","","","",adplatform_alpha
2026-01-09,day,Demand,"Premium Office",Bulk,"Writing Instruments",Envelopes,"Heavy Duty","Evergreen Brands","Evergreen Brands",746293898,179261,315397,"Sponsored Product",NMA,Search,"22040 : NMA_SEARCH_ATF_SLOT","","","","",16,"","","","","","","","","","","","","","","","",""
2026-01-10,day,Demand,"Premium Office",Bulk,"Writing Instruments",Envelopes,"Heavy Duty","Evergreen Brands","Evergreen Brands",746293898,1185934,315399,"Sponsored Product",NMA,Browse,"22050 : NMA_BROWSE_ATF_SLOT","","","","",1,"","","","","","","","","","","","","","","","",""
2026-01-10,day,Demand,"Premium Office",Bulk,"Writing Instruments",Envelopes,"Heavy Duty","Evergreen Brands","Evergreen Brands",746293898,71946,315396,"Sponsored Product",NMA,PDP,"22035 : NMA_PDP_BTF_SLOT","","","","",56,1,0.89,"","","","","","","","","","","","","","",""
2026-01-10,day,Demand,"Business Essentials",Premium,"Paper Products",Folders,Compact,"Zephyr Products","Evergreen Brands",861170665,256275,"","Sponsored Brand Video","","","",137,"","",137.000000,"","","","","","","","","","","","","","","","","",""
2026-01-09,day,Demand,"Premium Office",Bulk,"Writing Instruments",Envelopes,"Heavy Duty","Evergreen Brands","Evergreen Brands",746293898,1185406,315386,"Sponsored Product",SFW,Search,"22005 : SEARCH_ATF_SLOT","","","","","","","",1,1,9.99,9.99,1.00,9.99,1,10,"","","","","","",""
2026-01-10,day,Demand,"Premium Office",Bulk,"Writing Instruments",Envelopes,"Heavy Duty","Evergreen Brands","Evergreen Brands",746293898,150483,315395,"Sponsored Product",SFW,PDP,"22100 : HERO_PROMO_SLOT","","","","",1,"","","","","","","","","","","","","","","","",""
2026-01-10,day,Demand,"Premium Office",Premium,"Paper Products",General,Compact,"Evergreen Brands","Evergreen Brands",833571742,363939,"","Sponsored Product","","","",40,"","",40.000000,"","","","","","","","","","","","","","","","","",""
2026-01-10,day,Demand,"Premium Office",Bulk,"Writing Instruments",Envelopes,"Heavy Duty","Evergreen Brands","Evergreen Brands",746293898,1888822,315390,"Sponsored Product",SFW,PDP,"22030 : PDP_BTF_SLOT","","","","",3,"","","","","","","","","","","","","","","","",""
2026-01-10,day,Demand,"Business Essentials",Premium,"Writing Instruments",Folders,Compact,"Evergreen Brands","Evergreen Brands",861162858,50588,321455,"Sponsored Brand Video",NMA,Browse,"22125 : SPONSORED_BRAND_NMA_VIDEO_BROWSE_ATF_SLOT","","","","",62,"","","","","","","","","","","","","","","","",""
2026-01-08,day,Demand,"Premium Office",Bulk,"Writing Instruments",Envelopes,"Heavy Duty","Evergreen Brands","Evergreen Brands",746293898,1889118,315397,"Sponsored Product",NMA,Search,"22040 : NMA_SEARCH_ATF_SLOT","","","","","","","",1,1,19.20,19.20,"","","","","","","","","","",""
2026-01-09,day,Demand,"Business Essentials",Bulk,"Writing Instruments",Notebooks,"Heavy Duty","Evergreen Brands","Evergreen Brands",861897887,75489,315388,"Sponsored Product",SFW,Browse,"22020 : BROWSE_ATF_SLOT","","","","","","","",1,2,35.69,65.08,"","","","","","","","","","",""
2026-01-04,day,Demand,"Premium Office",Compact,"Writing Instruments",Binders,Modern,"Evergreen Brands","Evergreen Brands",850935150,1709470,315397,"Sponsored Product",NMA,Search,"22040 : NMA_SEARCH_ATF_SLOT","","","","","","","",1,2,4.97,11.64,"","","","","","","","","","",adplatform_alpha
2026-01-09,day,Demand,"Premium Office",Compact,"Writing Instruments",Binders,Modern,"Evergreen Brands","Evergreen Brands",850935150,1889870,315390,"Sponsored Product",SFW,PDP,"22030 : PDP_BTF_SLOT","","","","",2,"","","","","","","","","","","","","","","","",adplatform_alpha
2026-01-10,day,Demand,"Business Essentials",Bulk,"Cleaning Supplies",General,Modern,"Evergreen Brands","Evergreen Brands",850132108,1841214,315399,"Sponsored Product",NMA,Browse,"22050 : NMA_BROWSE_ATF_SLOT","","","","",1,"","","","","","","","","","","","","","","","",""
2026-01-10,day,Demand,"Premium Office",Compact,"Writing Instruments",Binders,Deluxe,"Oakwood Industries","Unity Brands",861220254,315680,315401,"Sponsored Product",NMA,Deals,"22070 : NMA_DEALS_ATF_SLOT","","","","",400,4,17.74,2,5,29.98,68.08,2.00,29.98,5,68,"","","","","","",""
2026-01-10,day,Demand,"Business Essentials",Standard,"Paper Products",Envelopes,Classic,"Starlight Co","Starlight Co",744370148,69842,315390,"Sponsored Product",SFW,PDP,"22030 : PDP_BTF_SLOT","","","","",2,"","","","","","","","","","","","","","","","",adplatform_alpha
2026-01-05,day,Demand,"Business Essentials",Premium,"Writing Instruments",Folders,Compact,"Yellowstone Co","Yellowstone Co",861463898,2110278,315401,"Sponsored Product",NMA,Deals,"22070 : NMA_DEALS_ATF_SLOT","","","","",3,"","","","","","","","","","","","","","","","",""
2026-01-05,day,Demand,"Premium Office",Compact,"Writing Instruments",Binders,Deluxe,"Redwood Corp","Redwood Corp",801988709,1275158,315386,"Sponsored Product",SFW,Search,"22005 : SEARCH_ATF_SLOT","","","","",4,"","","","","","","","","","","","","","","","",""
2026-01-05,day,Demand,"Premium Office",Compact,"Writing Instruments",Binders,Modern,"Trident Industries","Trident Industries",861263917,1960638,315388,"Sponsored Product",SFW,Browse,"22020 : BROWSE_ATF_SLOT","","","","",193,3,5.24,1,1,5.34,7.06,1.00,5.34,1,7,"","","","","","",""
2026-01-05,day,Demand,"Premium Office",Recycled,"Paper Products","Specialty Paper",Deluxe,"Denali Partners","Denali Partners",834045190,645518,315394,"Sponsored Brand",SFW,Browse,"22085 : SPONSORED_BRAND_BROWSE_ATF_SLOT","","","","",71,"","","","","","","","","","","","","","","","",""
2026-01-05,day,Demand,"Business Essentials",Recycled,"Writing Instruments","Index Cards","Heavy Duty","Unity Brands","Unity Brands",745305107,119456,315397,"Sponsored Product",NMA,Search,"22040 : NMA_SEARCH_ATF_SLOT","","","","",46,"","","","","","","","","","","","","","","","",""
2026-01-04,day,Demand,"Premium Office",Premium,"Paper Products",Binders,Classic,"Evergreen Brands","Evergreen Brands",854662070,1702510,315397,"Sponsored Product",NMA,Search,"22040 : NMA_SEARCH_ATF_SLOT","","","","",80,"","","","","","","","","","","","","","","","",""
2026-01-05,day,Demand,"Premium Office",Bulk,"Writing Instruments","Copy Paper",Mini,"Cascade Solutions","Evergreen Brands",793002588,3579334,315390,"Sponsored Product",SFW,PDP,"22030 : PDP_BTF_SLOT","","","","",29,"","","","","","","","","","","","","","","","",""
2026-01-04,day,Demand,"Business Essentials",Premium,"Writing Instruments",Folders,Compact,"Evergreen Brands","Evergreen Brands",847201821,1933086,315397,"Sponsored Product",NMA,Search,"22040 : NMA_SEARCH_ATF_SLOT","","","","",14,"","","","","","","","","","","","","","","","",""
2026-01-05,day,Demand,"Premium Office",Bulk,"Writing Instruments","Copy Paper",Mini,"Cascade Solutions","Evergreen Brands",793002588,141577,"","Sponsored Product","","","","","","",0.000000,"","","","","","","","","","","","","","","","","",""
2026-01-05,day,Demand,"Premium Office",Bulk,"Paper Products",Envelopes,"Heavy Duty","Denali Partners","Denali Partners",758400553,1594782,315388,"Sponsored Product",SFW,Browse,"22020 : BROWSE_ATF_SLOT","","","","",22,"","","","","","","","","","","","","","","","",""
2026-01-05,day,Demand,"Business Essentials",Premium,"Paper Products",Folders,Compact,"Unity Brands","Unity Brands",861632687,941374,315396,"Sponsored Product",NMA,PDP,"22035 : NMA_PDP_BTF_SLOT","","","","",1,"","","","","","","","","","","","","","","","",""
2026-01-05,day,Demand,"Premium Office",Premium,"Writing Instruments",Notebooks,Compact,"Willow Creek Inc","Willow Creek Inc",850732874,1455574,"","Sponsored Product","","","","","","",0.000000,"","","","","","","","","","","","","","","","","",""
2026-01-05,day,Demand,"Premium Office",Premium,"Writing Instruments",Notebooks,Compact,"Willow Creek Inc","Willow Creek Inc",850732874,1456118,315386,"Sponsored Product",SFW,Search,"22005 : SEARCH_ATF_SLOT","","","","",7,"","","","","","","","","","","","","","","","",""
2026-01-05,day,Demand,"Premium Office",Premium,"Writing Instruments",Notebooks,Compact,"Willow Creek Inc","Willow Creek Inc",850732874,1455342,315390,"Sponsored Product",SFW,PDP,"22030 : PDP_BTF_SLOT","","","","",1,"","","","","","","","","","","","","","","","",""
